locality_name,gazetted_locality_name,vicnames_id,ufi,pfi,source
KINGS PARK,KINGS PARK,101680,791830811,205410258,Victoria Locality Boundary layer (MapServer/2)
KINGSBURY,KINGSBURY,101681,701391082,205410344,Victoria Locality Boundary layer (MapServer/2)
KINGSTON,KINGSTON,101682,831486732,205409539,Victoria Locality Boundary layer (MapServer/2)
KINGSVILLE,KINGSVILLE,101683,757898582,205410373,Victoria Locality Boundary layer (MapServer/2)
KINNABULLA,KINNABULLA,101684,468964938,205407808,Victoria Locality Boundary layer (MapServer/2)
KINYPANIAL,KINYPANIAL,101685,835229212,205408339,Victoria Locality Boundary layer (MapServer/2)
KIRKSTALL,KIRKSTALL,101686,798567240,205408357,Victoria Locality Boundary layer (MapServer/2)
KIRWANS BRIDGE,KIRWANS BRIDGE,101687,840422592,205409753,Victoria Locality Boundary layer (MapServer/2)
KITHBROOK,KITHBROOK,101688,840422595,205408967,Victoria Locality Boundary layer (MapServer/2)
KNEBSWORTH,KNEBSWORTH,101689,798567206,205409388,Victoria Locality Boundary layer (MapServer/2)
KNOCKWOOD,KNOCKWOOD,103722,806917051,210516622,Victoria Locality Boundary layer (MapServer/2)
KNOWSLEY,KNOWSLEY,101690,824742293,205408184,Victoria Locality Boundary layer (MapServer/2)
KNOXFIELD,KNOXFIELD,101691,878961265,205410050,Victoria Locality Boundary layer (MapServer/2)
KOALLAH,KOALLAH,101692,810305674,205409663,Victoria Locality Boundary layer (MapServer/2)
KOETONG,KOETONG,101693,468965037,205407597,Victoria Locality Boundary layer (MapServer/2)
KOLORA,KOLORA,101694,810305648,205408101,Victoria Locality Boundary layer (MapServer/2)
KONGWAK,KONGWAK,101697,812374071,205408975,Victoria Locality Boundary layer (MapServer/2)
KONONGWOOTONG,KONONGWOOTONG,101698,788052883,205408103,Victoria Locality Boundary layer (MapServer/2)
KOO WEE RUP,KOO WEE RUP,101699,763860818,205408571,Victoria Locality Boundary layer (MapServer/2)
KOO WEE RUP NORTH,KOO WEE RUP NORTH,101700,763860816,205410113,Victoria Locality Boundary layer (MapServer/2)
KOOLOONONG,KOOLOONONG,101701,468964775,205407471,Victoria Locality Boundary layer (MapServer/2)
KOONDA,KOONDA,101702,815858167,205409363,Victoria Locality Boundary layer (MapServer/2)
KOONDROOK,KOONDROOK,101703,468964873,205408555,Victoria Locality Boundary layer (MapServer/2)
KOONOOMOO,KOONOOMOO,101704,838124762,205408790,Victoria Locality Boundary layer (MapServer/2)
KOONWARRA,KOONWARRA,101705,812374083,205409002,Victoria Locality Boundary layer (MapServer/2)
KOOREH,KOOREH,101706,468965437,205408076,Victoria Locality Boundary layer (MapServer/2)
KOORLONG,KOORLONG,101707,826549777,205407843,Victoria Locality Boundary layer (MapServer/2)
KOORNALLA,KOORNALLA,101708,800701842,205409339,Victoria Locality Boundary layer (MapServer/2)
KOOROOCHEANG,KOOROOCHEANG,101709,831486712,205408903,Victoria Locality Boundary layer (MapServer/2)
KOOROOL,KOOROOL,101710,468966415,205408071,Victoria Locality Boundary layer (MapServer/2)
KOOROOMAN,KOOROOMAN,101711,812374068,205409503,Victoria Locality Boundary layer (MapServer/2)
KOOYONG,KOOYONG,101712,736755542,205410383,Victoria Locality Boundary layer (MapServer/2)
KORIELLA,KORIELLA,101713,806917027,205408983,Victoria Locality Boundary layer (MapServer/2)
KOROBEIT,KOROBEIT,101714,802469059,205409692,Victoria Locality Boundary layer (MapServer/2)
KOROIT,KOROIT,101715,798567241,205408862,Victoria Locality Boundary layer (MapServer/2)
KORONG VALE,KORONG VALE,101716,835229213,205409277,Victoria Locality Boundary layer (MapServer/2)
KOROOP,KOROOP,101717,468964890,205408699,Victoria Locality Boundary layer (MapServer/2)
KORUMBURRA,KORUMBURRA,101718,812374050,205408540,Victoria Locality Boundary layer (MapServer/2)
KORUMBURRA SOUTH,KORUMBURRA SOUTH,101719,812374069,205409514,Victoria Locality Boundary layer (MapServer/2)
KORWEINGUBOORA,KORWEINGUBOORA,101721,831486751,205409151,Victoria Locality Boundary layer (MapServer/2)
KOTTA,KOTTA,101722,468965104,205408698,Victoria Locality Boundary layer (MapServer/2)
KOTUPNA,KOTUPNA,101723,815858105,205407876,Victoria Locality Boundary layer (MapServer/2)
KOYUGA,KOYUGA,101724,468965116,205408044,Victoria Locality Boundary layer (MapServer/2)
KROWERA,KROWERA,101725,812374061,205409305,Victoria Locality Boundary layer (MapServer/2)
KULWIN,KULWIN,101727,826549792,205407443,Victoria Locality Boundary layer (MapServer/2)
KUNAT,KUNAT,101728,468964849,205407935,Victoria Locality Boundary layer (MapServer/2)
KURRACA,KURRACA,101729,835229227,205409206,Victoria Locality Boundary layer (MapServer/2)
KURRACA WEST,KURRACA WEST,101730,835229226,205409335,Victoria Locality Boundary layer (MapServer/2)
KURTING,KURTING,101731,835229230,205408637,Victoria Locality Boundary layer (MapServer/2)
KURUNJANG,KURUNJANG,101732,791830786,205409837,Victoria Locality Boundary layer (MapServer/2)
KYABRAM,KYABRAM,101733,833995710,205407979,Victoria Locality Boundary layer (MapServer/2)
KYABRAM SOUTH,KYABRAM SOUTH,101735,815858150,205409610,Victoria Locality Boundary layer (MapServer/2)
KYNETON,KYNETON,101736,839445890,205408043,Victoria Locality Boundary layer (MapServer/2)
KYNETON SOUTH,KYNETON SOUTH,101737,839445903,205409430,Victoria Locality Boundary layer (MapServer/2)
KYVALLEY,KYVALLEY,101738,833995709,205409416,Victoria Locality Boundary layer (MapServer/2)
LAANECOORIE,LAANECOORIE,101739,835229249,205408503,Victoria Locality Boundary layer (MapServer/2)
LAANG,LAANG,101740,798567264,205409163,Victoria Locality Boundary layer (MapServer/2)
LABERTOUCHE,LABERTOUCHE,101741,808851360,205408474,Victoria Locality Boundary layer (MapServer/2)
LACEBY,LACEBY,101742,821620750,205408156,Victoria Locality Boundary layer (MapServer/2)
LADYS PASS,LADYS PASS,101743,824742299,205409064,Victoria Locality Boundary layer (MapServer/2)
LAEN,LAEN,101746,468965297,205408432,Victoria Locality Boundary layer (MapServer/2)
LAEN EAST,LAEN EAST,101747,468965271,205409366,Victoria Locality Boundary layer (MapServer/2)
LAEN NORTH,LAEN NORTH,101748,468965248,205408465,Victoria Locality Boundary layer (MapServer/2)
LAH,LAH,101749,509875197,205407957,Victoria Locality Boundary layer (MapServer/2)
LAHARUM,LAHARUM,101750,840422602,205407602,Victoria Locality Boundary layer (MapServer/2)
LAKE BOGA,LAKE BOGA,101752,468964842,205408466,Victoria Locality Boundary layer (MapServer/2)
LAKE BOLAC,LAKE BOLAC,101753,798567182,205407532,Victoria Locality Boundary layer (MapServer/2)
LAKE BUNGA,LAKE BUNGA,101754,836975050,205410297,Victoria Locality Boundary layer (MapServer/2)
LAKE CHARM,LAKE CHARM,101755,468964861,205407794,Victoria Locality Boundary layer (MapServer/2)
LAKE CONDAH,LAKE CONDAH,101756,798567215,205409218,Victoria Locality Boundary layer (MapServer/2)
LAKE EILDON,LAKE EILDON,101758,806917029,205407758,Victoria Locality Boundary layer (MapServer/2)
LAKE EPPALOCK,LAKE EPPALOCK,101759,824742311,205409147,Victoria Locality Boundary layer (MapServer/2)
LAKE FYANS,LAKE FYANS,101760,468965864,205408939,Victoria Locality Boundary layer (MapServer/2)
LAKE GARDENS,LAKE GARDENS,101761,829328746,205410333,Victoria Locality Boundary layer (MapServer/2)
LAKE GOLDSMITH,LAKE GOLDSMITH,101762,835229283,205408374,Victoria Locality Boundary layer (MapServer/2)
LAKE LONSDALE,LAKE LONSDALE,101763,840422614,205408506,Victoria Locality Boundary layer (MapServer/2)
LAKE MARMAL,LAKE MARMAL,101765,877269556,205408146,Victoria Locality Boundary layer (MapServer/2)
LAKE MERAN,LAKE MERAN,101766,835229186,205408606,Victoria Locality Boundary layer (MapServer/2)
LAKE MUNDI,LAKE MUNDI,101768,795436726,205407462,Victoria Locality Boundary layer (MapServer/2)
LAKE POWELL,LAKE POWELL,101769,468964767,205407818,Victoria Locality Boundary layer (MapServer/2)
LAKE ROWAN,LAKE ROWAN,101770,468965158,205408442,Victoria Locality Boundary layer (MapServer/2)
LAKE TYERS,LAKE TYERS,101771,836975045,205409935,Victoria Locality Boundary layer (MapServer/2)
LAKE TYERS BEACH,LAKE TYERS BEACH,101772,836975049,205410011,Victoria Locality Boundary layer (MapServer/2)
LAKE TYRRELL,LAKE TYRRELL,101773,528871993,205407646,Victoria Locality Boundary layer (MapServer/2)
LAKE WELLINGTON,LAKE WELLINGTON,101774,468967056,205407779,Victoria Locality Boundary layer (MapServer/2)
LAKE WENDOUREE,LAKE WENDOUREE,101775,829328748,205410106,Victoria Locality Boundary layer (MapServer/2)
LAKE WONGAN,LAKE WONGAN,101776,468966323,205409362,Victoria Locality Boundary layer (MapServer/2)
LAKES ENTRANCE,LAKES ENTRANCE,101777,853633156,205409251,Victoria Locality Boundary layer (MapServer/2)
LAL LAL,LAL LAL,101778,802469069,205408431,Victoria Locality Boundary layer (MapServer/2)
LALBERT,LALBERT,101779,468964870,205407486,Victoria Locality Boundary layer (MapServer/2)
LALOR,LALOR,101780,857596562,205409883,Victoria Locality Boundary layer (MapServer/2)
LAMPLOUGH,LAMPLOUGH,101781,468965867,205409484,Victoria Locality Boundary layer (MapServer/2)
LANCASTER,LANCASTER,101782,815858127,205408750,Victoria Locality Boundary layer (MapServer/2)
LANCE CREEK,LANCE CREEK,101784,812374080,205409465,Victoria Locality Boundary layer (MapServer/2)
LANCEFIELD,LANCEFIELD,101785,839445893,205407881,Victoria Locality Boundary layer (MapServer/2)
LANDSBOROUGH,LANDSBOROUGH,101786,540340894,205408192,Victoria Locality Boundary layer (MapServer/2)
LANDSBOROUGH WEST,LANDSBOROUGH WEST,101787,468965744,205408856,Victoria Locality Boundary layer (MapServer/2)
LANG LANG,LANG LANG,101790,812374022,205408105,Victoria Locality Boundary layer (MapServer/2)
LANG LANG EAST,LANG LANG EAST,101792,812374023,205409649,Victoria Locality Boundary layer (MapServer/2)
LANGDONS HILL,LANGDONS HILL,101793,831486748,205409777,Victoria Locality Boundary layer (MapServer/2)
LANGI KAL KAL,LANGI KAL KAL,101794,835229271,205408935,Victoria Locality Boundary layer (MapServer/2)
LANGI LOGAN,LANGI LOGAN,101795,468966078,205408832,Victoria Locality Boundary layer (MapServer/2)
LANGKOOP,LANGKOOP,101796,468965789,205407607,Victoria Locality Boundary layer (MapServer/2)
LANGLEY,LANGLEY,101797,839445884,205409385,Victoria Locality Boundary layer (MapServer/2)
LANGSBOROUGH,LANGSBOROUGH,101798,832994375,205410033,Victoria Locality Boundary layer (MapServer/2)
LANGWARRIN,LANGWARRIN,101799,785173881,205409232,Victoria Locality Boundary layer (MapServer/2)
LANGWARRIN SOUTH,LANGWARRIN SOUTH,101800,785173886,205409910,Victoria Locality Boundary layer (MapServer/2)
LARA,LARA,101801,728238604,205408145,Victoria Locality Boundary layer (MapServer/2)
LARDNER,LARDNER,101802,808851404,205409716,Victoria Locality Boundary layer (MapServer/2)
LARPENT,LARPENT,101803,805745182,205408674,Victoria Locality Boundary layer (MapServer/2)
LARRALEA,LARRALEA,101804,810305644,205408262,Victoria Locality Boundary layer (MapServer/2)
LASCELLES,LASCELLES,101805,468964854,205407496,Victoria Locality Boundary layer (MapServer/2)
LAUNCHING PLACE,LAUNCHING PLACE,101806,820278102,205409044,Victoria Locality Boundary layer (MapServer/2)
LAURISTON,LAURISTON,101807,878544533,205409349,Victoria Locality Boundary layer (MapServer/2)
LAVERS HILL,LAVERS HILL,101808,805745221,205408500,Victoria Locality Boundary layer (MapServer/2)
LAVERTON,LAVERTON,101809,812633156,205409979,Victoria Locality Boundary layer (MapServer/2)
LAVERTON NORTH,LAVERTON NORTH,101811,812633155,205409669,Victoria Locality Boundary layer (MapServer/2)
LAWLER,LAWLER,101812,468965236,205408615,Victoria Locality Boundary layer (MapServer/2)
LAWLOIT,LAWLOIT,101814,468965263,205408161,Victoria Locality Boundary layer (MapServer/2)
LAWRENCE,LAWRENCE,101815,831486717,205409799,Victoria Locality Boundary layer (MapServer/2)
LEAGHUR,LEAGHUR,101816,835229190,205408394,Victoria Locality Boundary layer (MapServer/2)
LEARMONTH,LEARMONTH,101817,829328719,205408950,Victoria Locality Boundary layer (MapServer/2)
LEDCOURT,LEDCOURT,101818,840422607,205408077,Victoria Locality Boundary layer (MapServer/2)
LEICHARDT,LEICHARDT,101819,824742259,205408313,Victoria Locality Boundary layer (MapServer/2)
LEIGH CREEK,LEIGH CREEK,101821,829328752,205410070,Victoria Locality Boundary layer (MapServer/2)
LEITCHVILLE,LEITCHVILLE,101822,858016796,205407870,Victoria Locality Boundary layer (MapServer/2)
LEMNOS,LEMNOS,101824,815858138,205409557,Victoria Locality Boundary layer (MapServer/2)
LENEVA,LENEVA,101825,817075014,205408221,Victoria Locality Boundary layer (MapServer/2)
LEONARDS HILL,LEONARDS HILL,101826,831486744,205409318,Victoria Locality Boundary layer (MapServer/2)
LEONGATHA,LEONGATHA,101827,812374063,205408882,Victoria Locality Boundary layer (MapServer/2)
LEONGATHA NORTH,LEONGATHA NORTH,101828,812374054,205408985,Victoria Locality Boundary layer (MapServer/2)
LEONGATHA SOUTH,LEONGATHA SOUTH,101829,812374074,205407845,Victoria Locality Boundary layer (MapServer/2)
LEOPOLD,LEOPOLD,101830,728238640,205409292,Victoria Locality Boundary layer (MapServer/2)
LERDERDERG,LERDERDERG,101831,831486753,205407802,Victoria Locality Boundary layer (MapServer/2)
LESLIE MANOR,LESLIE MANOR,101832,810305647,205407633,Victoria Locality Boundary layer (MapServer/2)
LETHBRIDGE,LETHBRIDGE,101833,792936286,205408186,Victoria Locality Boundary layer (MapServer/2)
LEXTON,LEXTON,101834,835229263,205407806,Victoria Locality Boundary layer (MapServer/2)
LICOLA,LICOLA,101835,808851318,205407561,Victoria Locality Boundary layer (MapServer/2)
LICOLA NORTH,LICOLA NORTH,101836,540660547,205408285,Victoria Locality Boundary layer (MapServer/2)
LILLICO,LILLICO,101838,808851391,205410080,Victoria Locality Boundary layer (MapServer/2)
LILLICUR,LILLICUR,101839,468965885,205408654,Victoria Locality Boundary layer (MapServer/2)
LILLIMUR,LILLIMUR,101841,468965193,205407477,Victoria Locality Boundary layer (MapServer/2)
LILLIPUT,LILLIPUT,101842,468965043,205408231,Victoria Locality Boundary layer (MapServer/2)
LILYDALE,LILYDALE,101843,869477644,205409221,Victoria Locality Boundary layer (MapServer/2)
LIMA,LIMA,101844,468965529,205409348,Victoria Locality Boundary layer (MapServer/2)
LIMA EAST,LIMA EAST,101845,468965581,205408617,Victoria Locality Boundary layer (MapServer/2)
LIMA SOUTH,LIMA SOUTH,101846,541553484,205408738,Victoria Locality Boundary layer (MapServer/2)
LIMESTONE,LIMESTONE,101848,806917039,205407761,Victoria Locality Boundary layer (MapServer/2)
LINDENOW,LINDENOW,101849,836975035,205409742,Victoria Locality Boundary layer (MapServer/2)
LINDENOW SOUTH,LINDENOW SOUTH,101850,836975041,205407898,Victoria Locality Boundary layer (MapServer/2)
LINDSAY,LINDSAY,101851,795436738,205408400,Victoria Locality Boundary layer (MapServer/2)
LINDSAY POINT,LINDSAY POINT,101852,826549763,205407690,Victoria Locality Boundary layer (MapServer/2)
LINGA,LINGA,101853,826549804,205407531,Victoria Locality Boundary layer (MapServer/2)
LINTON,LINTON,101854,792936247,205408530,Victoria Locality Boundary layer (MapServer/2)
LIPAROO,LIPAROO,101856,826549789,205408008,Victoria Locality Boundary layer (MapServer/2)
LISMORE,LISMORE,101857,810305637,205407559,Victoria Locality Boundary layer (MapServer/2)
LITCHFIELD,LITCHFIELD,101858,468965168,205408005,Victoria Locality Boundary layer (MapServer/2)
LITTLE DESERT,LITTLE DESERT,101859,468965311,205407437,Victoria Locality Boundary layer (MapServer/2)
LITTLE HAMPTON,LITTLE HAMPTON,101860,831486728,205409794,Victoria Locality Boundary layer (MapServer/2)
LITTLE RIVER,LITTLE RIVER,101862,855324531,205407673,Victoria Locality Boundary layer (MapServer/2)
LLANELLY,LLANELLY,101863,835229245,205408908,Victoria Locality Boundary layer (MapServer/2)
LLOWALONG,LLOWALONG,101864,468966865,205409575,Victoria Locality Boundary layer (MapServer/2)
LOCH,LOCH,101866,812374040,205408296,Victoria Locality Boundary layer (MapServer/2)
LOCH SPORT,LOCH SPORT,101867,468966961,205408201,Victoria Locality Boundary layer (MapServer/2)
LOCH VALLEY,LOCH VALLEY,101868,820278111,205409236,Victoria Locality Boundary layer (MapServer/2)
LOCKINGTON,LOCKINGTON,101869,468965157,205408097,Victoria Locality Boundary layer (MapServer/2)
LOCKSLEY,LOCKSLEY,101870,840422597,205408194,Victoria Locality Boundary layer (MapServer/2)
LOCKWOOD,LOCKWOOD,101871,824742297,205408902,Victoria Locality Boundary layer (MapServer/2)
LOCKWOOD SOUTH,LOCKWOOD SOUTH,101872,824742306,205408684,Victoria Locality Boundary layer (MapServer/2)
LODDON VALE,LODDON VALE,101874,468964970,205408486,Victoria Locality Boundary layer (MapServer/2)
LOGAN,LOGAN,101875,835229235,205407989,Victoria Locality Boundary layer (MapServer/2)
LONDRIGAN,LONDRIGAN,101877,821620745,205409041,Victoria Locality Boundary layer (MapServer/2)
LONG FOREST,LONG FOREST,101878,856969667,205409821,Victoria Locality Boundary layer (MapServer/2)
LONG GULLY,LONG GULLY,101879,824742280,205410196,Victoria Locality Boundary layer (MapServer/2)
LONGERENONG,LONGERENONG,101880,468965475,205408362,Victoria Locality Boundary layer (MapServer/2)
LONGFORD,LONGFORD,101882,832994354,205407502,Victoria Locality Boundary layer (MapServer/2)
LONGLEA,LONGLEA,101883,824742274,205409080,Victoria Locality Boundary layer (MapServer/2)
LONGWARRY,LONGWARRY,101884,808851381,205408705,Victoria Locality Boundary layer (MapServer/2)
LONGWARRY NORTH,LONGWARRY NORTH,101886,808851375,205409887,Victoria Locality Boundary layer (MapServer/2)
LONGWOOD,LONGWOOD,101887,468965553,205408059,Victoria Locality Boundary layer (MapServer/2)
LONGWOOD EAST,LONGWOOD EAST,101888,520894219,205409056,Victoria Locality Boundary layer (MapServer/2)
LORNE,LORNE,101889,805745206,205408027,Victoria Locality Boundary layer (MapServer/2)
LORQUON,LORQUON,101890,468965076,205409741,Victoria Locality Boundary layer (MapServer/2)
LOVELY BANKS,LOVELY BANKS,101891,728238608,205409189,Victoria Locality Boundary layer (MapServer/2)
LOWER MOIRA,LOWER MOIRA,101892,468965024,205408306,Victoria Locality Boundary layer (MapServer/2)
LOWER NORTON,LOWER NORTON,101893,830094930,205407950,Victoria Locality Boundary layer (MapServer/2)
LOWER PLENTY,LOWER PLENTY,101894,873205676,205409993,Victoria Locality Boundary layer (MapServer/2)
LOY YANG,LOY YANG,101895,800701830,205408880,Victoria Locality Boundary layer (MapServer/2)
LUBECK,LUBECK,101897,844664048,205407753,Victoria Locality Boundary layer (MapServer/2)
LUCAS,LUCAS,104278,829328745,217204941,Victoria Locality Boundary layer (MapServer/2)
LUCKNOW,LUCKNOW,101898,836975036,205409384,Victoria Locality Boundary layer (MapServer/2)
LUCYVALE,LUCYVALE,101899,468965153,205407706,Victoria Locality Boundary layer (MapServer/2)
LURG,LURG,101900,468965393,205408438,Victoria Locality Boundary layer (MapServer/2)
LYAL,LYAL,101901,824742316,205409592,Victoria Locality Boundary layer (MapServer/2)
LYNBROOK,LYNBROOK,101902,761136277,205410143,Victoria Locality Boundary layer (MapServer/2)
LYNDHURST,LYNDHURST,101903,785173871,205409598,Victoria Locality Boundary layer (MapServer/2)
LYONS,LYONS,101905,795436764,205408692,Victoria Locality Boundary layer (MapServer/2)
LYONVILLE,LYONVILLE,101906,831486735,205409410,Victoria Locality Boundary layer (MapServer/2)
LYSTERFIELD,LYSTERFIELD,101907,856969694,205409160,Victoria Locality Boundary layer (MapServer/2)
LYSTERFIELD SOUTH,LYSTERFIELD SOUTH,101909,856969697,205410109,Victoria Locality Boundary layer (MapServer/2)
MACARTHUR,MACARTHUR,101910,798567208,205407511,Victoria Locality Boundary layer (MapServer/2)
MACCLESFIELD,MACCLESFIELD,101911,820278134,205409223,Victoria Locality Boundary layer (MapServer/2)
MACEDON,MACEDON,101912,839445914,205408934,Victoria Locality Boundary layer (MapServer/2)
MACKS CREEK,MACKS CREEK,101913,525632928,205409257,Victoria Locality Boundary layer (MapServer/2)
MACLEOD,MACLEOD,101914,875319017,205410110,Victoria Locality Boundary layer (MapServer/2)
MACORNA,MACORNA,101916,468964935,205407844,Victoria Locality Boundary layer (MapServer/2)
MACORNA NORTH,MACORNA NORTH,101918,468964911,205408752,Victoria Locality Boundary layer (MapServer/2)
MACS COVE,MACS COVE,101919,512489567,205410071,Victoria Locality Boundary layer (MapServer/2)
MADALYA,MADALYA,101920,832994358,205408764,Victoria Locality Boundary layer (MapServer/2)
MADDINGLEY,MADDINGLEY,101921,802469082,205409336,Victoria Locality Boundary layer (MapServer/2)
MAFEKING,MAFEKING,101922,840422627,205407577,Victoria Locality Boundary layer (MapServer/2)
MAFFRA,MAFFRA,101923,832994342,205408224,Victoria Locality Boundary layer (MapServer/2)
MAFFRA WEST UPPER,MAFFRA WEST UPPER,101924,504160921,205409423,Victoria Locality Boundary layer (MapServer/2)
MAGPIE,MAGPIE,101925,829328771,205409858,Victoria Locality Boundary layer (MapServer/2)
MAIDEN GULLY,MAIDEN GULLY,101926,824742276,205408830,Victoria Locality Boundary layer (MapServer/2)
MAIDSTONE,MAIDSTONE,101927,857371262,205410216,Victoria Locality Boundary layer (MapServer/2)
MAILORS FLAT,MAILORS FLAT,101928,798567243,205409561,Victoria Locality Boundary layer (MapServer/2)
MAIN LEAD,MAIN LEAD,101929,835229275,205410090,Victoria Locality Boundary layer (MapServer/2)
MAIN RIDGE,MAIN RIDGE,101930,776340615,205409284,Victoria Locality Boundary layer (MapServer/2)
MAINDAMPLE,MAINDAMPLE,101931,551460761,205408150,Victoria Locality Boundary layer (MapServer/2)
MAINTONGOON,MAINTONGOON,101932,806917023,205408483,Victoria Locality Boundary layer (MapServer/2)
MAJOR PLAINS,MAJOR PLAINS,101933,815858143,205408859,Victoria Locality Boundary layer (MapServer/2)
MAJORCA,MAJORCA,101935,845388122,205408461,Victoria Locality Boundary layer (MapServer/2)
MALDON,MALDON,101936,841274355,205408791,Victoria Locality Boundary layer (MapServer/2)
MALLACOOTA,MALLACOOTA,101937,836975006,205407568,Victoria Locality Boundary layer (MapServer/2)
MALMSBURY,MALMSBURY,101939,841274383,205408996,Victoria Locality Boundary layer (MapServer/2)
MALVERN,MALVERN,101941,739400799,205410234,Victoria Locality Boundary layer (MapServer/2)
MALVERN EAST,MALVERN EAST,101942,857371270,205409960,Victoria Locality Boundary layer (MapServer/2)
MAMBOURIN,MAMBOURIN,101943,772162562,205409057,Victoria Locality Boundary layer (MapServer/2)
MANANGATANG,MANANGATANG,101944,826549798,205407449,Victoria Locality Boundary layer (MapServer/2)
MANDURANG,MANDURANG,101945,824742301,205409466,Victoria Locality Boundary layer (MapServer/2)
MANDURANG SOUTH,MANDURANG SOUTH,101946,824742308,205409358,Victoria Locality Boundary layer (MapServer/2)
MANGALORE,MANGALORE,101948,857824958,205408471,Victoria Locality Boundary layer (MapServer/2)
MANIFOLD HEIGHTS,MANIFOLD HEIGHTS,101949,728238626,205410363,Victoria Locality Boundary layer (MapServer/2)
MANNERIM,MANNERIM,101950,728238653,205409188,Victoria Locality Boundary layer (MapServer/2)
MANNIBADAR,MANNIBADAR,101951,810305626,205407829,Victoria Locality Boundary layer (MapServer/2)
MANNS BEACH,MANNS BEACH,101952,832994373,205409190,Victoria Locality Boundary layer (MapServer/2)
MANOR LAKES,MANOR LAKES,122956,772162553,423752265,Victoria Locality Boundary layer (MapServer/2)
MANORINA,MANORINA,101953,468966420,205409137,Victoria Locality Boundary layer (MapServer/2)
MANSFIELD,MANSFIELD,101954,577907021,205407530,Victoria Locality Boundary layer (MapServer/2)
MARAMINGO CREEK,MARAMINGO CREEK,101955,468966064,205408054,Victoria Locality Boundary layer (MapServer/2)
MARCUS HILL,MARCUS HILL,101956,728238658,205409676,Victoria Locality Boundary layer (MapServer/2)
MARDAN,MARDAN,101957,812374066,205408543,Victoria Locality Boundary layer (MapServer/2)
MARENGO,MARENGO,101958,805745239,205410244,Victoria Locality Boundary layer (MapServer/2)
MARIBYRNONG,MARIBYRNONG,101959,857371258,205410051,Victoria Locality Boundary layer (MapServer/2)
MARIONVALE,MARIONVALE,101960,815858123,205409464,Victoria Locality Boundary layer (MapServer/2)
MARKWOOD,MARKWOOD,101961,468965321,205408809,Victoria Locality Boundary layer (MapServer/2)
MARLBED,MARLBED,101962,468964899,205407931,Victoria Locality Boundary layer (MapServer/2)
MARLO,MARLO,101963,468966533,205407801,Victoria Locality Boundary layer (MapServer/2)
MARNOO,MARNOO,101964,468965471,205407925,Victoria Locality Boundary layer (MapServer/2)
MARNOO EAST,MARNOO EAST,101965,468965454,205409205,Victoria Locality Boundary layer (MapServer/2)
MARNOO WEST,MARNOO WEST,101966,468965477,205408183,Victoria Locality Boundary layer (MapServer/2)
MARONG,MARONG,101967,824742272,205408294,Victoria Locality Boundary layer (MapServer/2)
MAROONA,MAROONA,101969,468966070,205407863,Victoria Locality Boundary layer (MapServer/2)
MARRAWEENEY,MARRAWEENEY,101970,497134224,205408849,Victoria Locality Boundary layer (MapServer/2)
MARSHALL,MARSHALL,101971,728238648,205409780,Victoria Locality Boundary layer (MapServer/2)
MARTHAVALE,MARTHAVALE,101972,468966110,205407588,Victoria Locality Boundary layer (MapServer/2)
MARUNGI,MARUNGI,101974,815858114,205409260,Victoria Locality Boundary layer (MapServer/2)
MARYBOROUGH,MARYBOROUGH,101975,843399952,205408757,Victoria Locality Boundary layer (MapServer/2)
MARYKNOLL,MARYKNOLL,101976,763860800,205410203,Victoria Locality Boundary layer (MapServer/2)
MARYSVILLE,MARYSVILLE,101977,820278069,205407638,Victoria Locality Boundary layer (MapServer/2)
MARYVALE,MARYVALE,101978,800701824,205408916,Victoria Locality Boundary layer (MapServer/2)
MASSEY,MASSEY,101979,468965119,205408015,Victoria Locality Boundary layer (MapServer/2)
MATLOCK,MATLOCK,101980,820278076,205408406,Victoria Locality Boundary layer (MapServer/2)
MAUDE,MAUDE,101982,792936288,205408970,Victoria Locality Boundary layer (MapServer/2)
MCCRAE,MCCRAE,101983,776340605,205410132,Victoria Locality Boundary layer (MapServer/2)
MCINTYRE,MCINTYRE,101984,835229243,205409326,Victoria Locality Boundary layer (MapServer/2)
MCKENZIE CREEK,MCKENZIE CREEK,101985,830094932,205408987,Victoria Locality Boundary layer (MapServer/2)
MCKENZIE HILL,MCKENZIE HILL,101986,841274370,205410177,Victoria Locality Boundary layer (MapServer/2)
MCKINNON,MCKINNON,101987,739400820,205410326,Victoria Locality Boundary layer (MapServer/2)
MCLOUGHLINS BEACH,MCLOUGHLINS BEACH,101988,832994369,205410004,Victoria Locality Boundary layer (MapServer/2)
MCMAHONS CREEK,MCMAHONS CREEK,101989,820278078,205407698,Victoria Locality Boundary layer (MapServer/2)
MCMILLANS,MCMILLANS,101990,538698279,205409061,Victoria Locality Boundary layer (MapServer/2)
MEAD,MEAD,101991,538698278,205409238,Victoria Locality Boundary layer (MapServer/2)
MEADOW CREEK,MEADOW CREEK,101992,468965386,205408322,Victoria Locality Boundary layer (MapServer/2)
MEADOW HEIGHTS,MEADOW HEIGHTS,101993,782291771,205410098,Victoria Locality Boundary layer (MapServer/2)
MEATIAN,MEATIAN,101995,468964864,205408697,Victoria Locality Boundary layer (MapServer/2)
MEENIYAN,MEENIYAN,101996,812374084,205408528,Victoria Locality Boundary layer (MapServer/2)
MEERING WEST,MEERING WEST,101997,835229185,205407974,Victoria Locality Boundary layer (MapServer/2)
